"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_PRECISION","NULLABLE","CONSTRAINT_NAME","COMMENTS","COMMENTS"
"US_SYSTEM_FUNCTION","FUNCTION_PID","VARCHAR2","","Y","","父功能编号","系统功能信息表"
"US_SYSTEM_FUNCTION","PAGE_PATH","VARCHAR2","","Y","","页面路径","系统功能信息表"
"US_SYSTEM_FUNCTION","FUNCTION_TAG","VARCHAR2","","Y","","功能标签","系统功能信息表"
"US_SYSTEM_FUNCTION","FUNCTION_LEVEL","NUMBER","2","Y","","功能级别(1:系统级,2:模块级,3:子模块级,4:页面级,5:页面功能级，6：插件)","系统功能信息表"
"US_SYSTEM_FUNCTION","SHOW_SEQ","NUMBER","2","Y","","显示顺序","系统功能信息表"
"US_SYSTEM_FUNCTION","DEFAULT_OPEN","NUMBER","1","Y","","是否默认展开(主要用于子模块级)","系统功能信息表"
"US_SYSTEM_FUNCTION","ICON_PATH","VARCHAR2","","Y","","图标路径","系统功能信息表"
"US_SYSTEM_FUNCTION","DESCRIPTION","VARCHAR2","","Y","","描述","系统功能信息表"
"US_SYSTEM_FUNCTION","STATUS","NUMBER","1","Y","","状态","系统功能信息表"
"US_SYSTEM_FUNCTION","CREATED_USER","VARCHAR2","","Y","","创建用户","系统功能信息表"
"US_SYSTEM_FUNCTION","CREATED_TIME","DATE","","Y","","创建时间","系统功能信息表"
"US_SYSTEM_FUNCTION","UPDATED_USER","VARCHAR2","","Y","","更新用户","系统功能信息表"
"US_SYSTEM_FUNCTION","UPDATED_TIME","DATE","","Y","","更新时间","系统功能信息表"
"US_SYSTEM_FUNCTION","SYSTEM_NO","VARCHAR2","","Y","","系统编号","系统功能信息表"
"US_SYSTEM_FUNCTION","LOADED_DEFAULT","NUMBER","1","Y","","插件是否默认加载,0为默认加载","系统功能信息表"
"US_SYSTEM_INFO","SYSTEM_ID","VARCHAR2","","N","PKY_SYSTEM_INFO_ID","系统编号","系统信息表"
"US_SYSTEM_INFO","SYSTEM_NAME","VARCHAR2","","Y","","系统名称","系统信息表"
"US_SYSTEM_INFO","STATUS","NUMBER","1","Y","","状态","系统信息表"
"US_SYSTEM_INFO","COMPANY_ID","NUMBER","","Y","","系统所属公司 1-千行 2-汇智 3-诚实","系统信息表"
"US_USER_INFO","USER_NAME","VARCHAR2","","N","PKY_USER_INFO_NAME","用户名","用户信息表"
"US_USER_INFO","PASSWORD","VARCHAR2","","Y","","登陆密码","用户信息表"
"US_USER_INFO","DISPLAY_NAME","VARCHAR2","","Y","","显示名称","用户信息表"
"US_USER_INFO","PHONE","VARCHAR2","","Y","","电话","用户信息表"
"US_USER_INFO","EMAIL","VARCHAR2","","Y","","邮箱","用户信息表"
"US_USER_INFO","STATUS","NUMBER","1","Y","","用户状态","用户信息表"
"US_USER_INFO","CREATED_USER","VARCHAR2","","Y","","创建用户","用户信息表"
"US_USER_INFO","CREATED_TIME","DATE","","Y","","创建时间","用户信息表"
"US_USER_INFO","UPDATED_USER","VARCHAR2","","Y","","更新用户","用户信息表"
"US_USER_INFO","UPDATED_TIME","DATE","","Y","","更新时间","用户信息表"
